RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
15/01/2025,213857,3,valores,RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,
17/01/2025,213676,3,verificar possibilidade de atualização de parcelas,RECEPTIVO,JULIO,OMNI,LUARA,RESOLVIDO,
17/01/2025,226867,1,"17.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,214018,1,"15.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,AGUARDANDO PROCURAÇÃO
08/01/2025,185913,1,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
08/01/2025,209475 ,1,"R$ 6.200,00",ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
13/01/2025,188373 ,1,VERIFICAR SE FEZ ACORDO COM O BANCO ,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,QUITADO CLIENTE
10/01/2025,176503 ,2,"R$ 5.000,00",ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,QUITADO EMPRESA
07/01/2025,222633,1,"R$ 10.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,155654,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ADRIANO,RESOLVIDO,SEM DESCONTO
07/01/2025,194049,5,"R$ 8.000,00",ATIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,APROVADO
08/01/2025,205170,4,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
08/01/2025,205170,4,"R$ 8.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
07/01/2025,231437,3,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
09/01/2025,176181,2,"R$ 20.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
13/01/2025,176412,2,VALORES,RECEPTIVO,JULIO,ITAÚ,MATHEUS,RESOLVIDO,QUITADO EMPRESA
08/01/2025,213335,1,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
13/01/2025,218135 ,1,verificar se atualizou ,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,AT DE PARCELAS
15/01/2025,116077,1,"R$ 4.000,00",ATIVO,JULIO,VOLKSWAGEN,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,195722 ,1,VERIFICAR SE FEZ ACORDO COM O BANCO ,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO APROVADO
07/01/2025,215478,2,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
08/01/2025,219091,0,"R$ 8.800,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
07/01/2025,214575 ,3,"R$ 8.000,00",RECEPTIVO,JULIO,RCI,NUNO,RESOLVIDO,SEM DESCONTO
08/01/2025,204650 ,2,VALORES,ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,CANCELADO
08/01/2025,215007 ,2,"R$ 12.000,00",ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,
14/01/2025,219828 ,1,"R$ 6.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,199369,1,"R$ 9.000,00",ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
08/01/2025,149150 ,4,"R$ 9.500,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,CANCELADO
07/01/2025,188243 ,2,"R$ 18.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,199911,2,VALORES ,RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,192734 ,1,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,APROVADO
07/01/2025,198349,1,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
13/01/2025,218006,2,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,222287 ,1,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
08/01/2025, 225230,2,"R$ 12.000,00",ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
16/01/2025,209572,1,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
08/01/2025,181578,1,VALORES,RECEPTIVO,JULIO,VOLKSWAGEN,FELIPE,RESOLVIDO,SEM DESCONTO
08/01/2025,187639 ,4,"R$ 16.000,00",ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,EM ACORDO
14/01/2025,226982 ,1,VALORES,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
15/01/2025,209358 ,3,VALORES,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,
08/01/2025,212975,1,"R$ 4.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
10/01/2025,224930,1,"Esse cliente alega que a irmã dele (titular do financiamento), pegou o carro e devolveu ao banco.",RECEPTIVO,JULIO,ITAÚ,YURI,RESOLVIDO,APROVADO
08/01/2025,149150 ,4,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,CANCELADO
14/01/2025,223675 ,3,"R$ 5.000,00",RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,AGUARDANDO PROCURAÇÃO
20/01/2025,212696 ,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,QUITADO EMPRESA
10/01/2025,201269,1,"R$ 6.500,00",ATIVO,ADRIANO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,176872,,valores,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
08/01/2025,199632,,VALORES,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
07/01/2025,199823,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
07/01/2025,210140,4,"R$ 8.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,APROVADO
07/01/2025,188243,2,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
07/01/2025,191380,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
07/01/2025,218920,,VERIFICAR SE QUITOU,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,AT DE PARCELAS
07/01/2025,218923,,VERIFICAR SE QUITOU,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,AT DE PARCELAS
07/01/2025,209890,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,218568,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,219040,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,99487,,VALORES,RECEPTIVO,JULIO,VOLKSWAGEN,FELIPE,RESOLVIDO,APROVADO
07/01/2025,216753,,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
07/01/2025,128774,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,SEM DESCONTO
07/01/2025,213914,1,"R$ 8.000,00",RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,146762,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,204339,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,APROVADO
08/01/2025,134905,,VALORES,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
10/01/2025,214770,1,"R$9.000,00",RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
07/01/2025,214648,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,QUITADO EMPRESA
14/01/2025,195670,,ENTREGA AMIGÁVEL,RECEPTIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,ENTREGA AMIGAVEL
08/01/2025,229310 ,1,"R$ 15.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
14/01/2025,228512 ,1,"R$ 5.000,00",RECEPTIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,SEM DESCONTO
08/01/2025,226906,1,"R$ 15.000,00",ATIVO,JULIO,ITAÚ,ALINE,RESOLVIDO,SEM DESCONTO
14/01/2025,111687,1,VALORES,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,APROVADO
17/01/2025,73963,1,VALORES,RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
09/01/2025,192539,1,VALORES,RECEPTIVO,ANTUNES,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
09/01/2025,198517,1,"8.000,00",RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
09/01/2025,222019,1,valores,RECEPTIVO,ANTUNES,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
09/01/2025,206385,4,"12.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
09/01/2025,199289,1,"4.000,00",RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,SEM DESCONTO
09/01/2025,200537,2,"4.000,00",RECEPTIVO,ANTUNES,PANAMERICANO,FELIPE,RESOLVIDO,SEM DESCONTO
09/01/2025,218794,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,SEM DESCONTO
10/01/2025,231463,1,valores,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
10/01/2025,181215,4,valores,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,APROVADO
10/01/2025,195040,1,valores,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
10/01/2025,237486,1,"12.000,00",RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
10/01/2025,209095,2,"9.000,00",RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
10/01/2025,198690,1,"25.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
10/01/2025,222520,3,"13.000,00",RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
10/01/2025,218362,2,"11.950,00",RECEPTIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,APROVADO
10/01/2025,187870,2,"13.000,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
10/01/2025,149960,1,"10.000,00",RECEPTIVO,ANTUNES,VOLKSWAGEN,ANA LIDIA,RESOLVIDO,SEM DESCONTO
13/01/2025,193793,1,valores,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
13/01/2025,214308,1,"13.000,00",RECEPTIVO,ANTUNES,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
13/01/2025,192131,1,"5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,SEM DESCONTO
13/01/2025,206326,1,"18.000,00",RECEPTIVO,ANTUNES,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
13/01/2025,238076,1,vrificar quitado cliente,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,CANCELADO
13/01/2025,199007,1,valores,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
14/01/2025,215255,4,"12.000,00",RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,EM ACORDO
13/01/2025,209162,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
14/01/2025,216426,2,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
14/01/2025,217783,1,valores,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,APROVADO
14/01/2025,190063,3,valores,RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,SEM DESCONTO
15/01/2025,196449,1,"8.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
15/01/2025,209213,1,"10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,QUITADO EMPRESA
15/01/2025,202307,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
20/01/2025,214112,1,"10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,APROVADO
14/01/2025,209595,1,VALORES,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
08/01/2025,198092,3,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
09/01/2025,211711,3,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,SEM DESCONTO
09/01/2025,187639,4,valores,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
08/01/2025,194049,,"R$ 9.000,00",RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,SEM DESCONTO
16/01/2025,149150,4,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
13/01/2025,225941,1,"R$ 10.000,00",ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,SEM DESCONTO
09/01/2025,217805 ,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
09/01/2025,205982,1,50% Á 80%,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,APROVADO
10/01/2025,219385,1,50% Á 80%,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
09/01/2025,190772,2,VALORES,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,SEM DESCONTO
09/01/2025,209095 ,2,"R$ 9.000,00",RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,AGUARDANDO BOLETO
10/01/2025,228064,1,VALORES - CLIENTE SOLICITA TAMBÉM CONTATO,RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
08/01/2025,214347 ,1,"R$ 7.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,APROVADO
08/01/2025,142924 ,1,"R$ 6.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,CANCELADO
08/01/2025,207476,2,"R$ 8.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
08/01/2025,226152 ,2,"R$ 14.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
13/01/2025,203369,1,"R$ 13.000,00",ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
10/01/2025,199911,2,VALORES ,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,AGUARDANDO COMPROVANTE
09/01/2025,197113,1,"R$5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,SEM DESCONTO
09/01/2025,218911 ,2,"R$ 3.150,00",ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
15/01/2025, 218911,2," R$ 3.150,00 ",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,QUITADO EMPRESA
09/01/2025,153012,2,"R$ 13.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
10/01/2025,205357 ,1,"R$ 5.000,00",ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,APROVADO
22/01/2025,219618,1,"R$ 8.000,00",ATIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
10/01/2025,219652 ,1,VALORES,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
08/01/2025,169040,1,"R$ 16.000,00",RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
13/01/2025,195949,1,"R$ 6.000,00",ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,
14/01/2025,204117,1,"R$ 15.000,00",ATIVO,JULIO,OMNI,JULIANE,RESOLVIDO,SEM DESCONTO
08/01/2025,200307 ,1,"R$ 11.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
08/01/2025,209010 ,3,"R$ 15.300,00",RECEPTIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,SEM DESCONTO
10/01/2025,222309,1,"R$8.000,00",RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
10/01/2025,192940 ,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
15/01/2025,221620 ,3,"R$ 10.000,00",ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,SEM DESCONTO
20/01/2025,182748,2,VALORES,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,173757,1,VERIFICAR SE QUITOU,RECEPTIVO,JULIO,BV FINANCEIRA,LETICIA,RESOLVIDO,QUITADO EMPRESA
20/01/2025,231123,1,VALORES,ATIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
08/01/2025,168239,2,VALORES,RECEPTIVO,JULIO,OMNI,JULIANE,RESOLVIDO,
08/01/2025,201669,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
08/01/2025, 203039,2,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,APROVADO
08/01/2025,189702,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,APROVADO
09/01/2025,203965,3,"R$ 20.000,00",RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
08/01/2025,183816,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
08/01/2025,236120,1,VALORES,RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,AGUARDANDO PROCURAÇÃO
10/01/2025,197712 ,2,"R$ 5.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
10/01/2025,225006,1,"R$ 10.000,00",ATIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
10/01/2025,183130 ,2,"R$ 6.500,00",ATIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
14/01/2025,230688 ,1,"R$ 4.000,00",ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
20/01/2025,201099 ,1,"R$ 5.000,00",ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,QUITADO EMPRESA
09/01/2025,200840,2,"R$ 15.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,APROVADO
09/01/2025,217893,1,"R$ 12.000,00",ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
09/01/2025,200167,1,"R$7.000,00",RECEPTIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,APROVADO
10/01/2025,223948,1,"R$ 25.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
13/01/2025,198866,2,"R$ 1.700,00",RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
08/01/2025,221909,,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
08/01/2025,211988 ,1,"R$ 6.500,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
08/01/2025,218882,1,50% Á 80%,RECEPTIVO,REVERSÃO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
10/01/2025,224566,3,VALORES,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
10/01/2025,218229,3,"6.500,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
10/01/2025,213322,1,valores,RECEPTIVO,ANTUNES,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
10/01/2025,228366,1,cliente recebeu proposta de 27.mil  ate3 dia 15/01 da acessoria verificar,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,SEM DESCONTO
10/01/2025,199632,2,"15.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
10/01/2025,221873,1,valores,RECEPTIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
10/01/2025,202707,1,valores,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
10/01/2025,224008,2,"4.800,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
10/01/2025,220687,1,valores,RECEPTIVO,JULIO,ITAÚ,ANA LIDIA,RESOLVIDO,APROVADO
13/01/2025,184111,2,"8.000,00",RECEPTIVO,JULIO,OMNI,JULIANE,RESOLVIDO,
13/01/2025,226279,2,"16.000,00",RECEPTIVO,JULIO,RCI,YURI,RESOLVIDO,SEM DESCONTO
14/01/2025,205580,1,"18.000,00",RECEPTIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
16/01/2025,200273,1,"7.000,00",RECEPTIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,210712,1,"10.000,00",RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
10/01/2025,211430,1,"R$ 20.000,00",RECEPTIVO,JULIO,SANTANDER,ADRIANO,RESOLVIDO,APROVADO
10/01/2025,220450 ,1,"R$ 3.000,00",RECEPTIVO,LEANDRO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
14/01/2025,223346 ,1,"R$ 7.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
10/01/2025,179685,2,VALORES,ATIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
10/01/2025,183816,4,"R$ 13.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
15/01/2025,174088,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
09/01/2025,184111,2,"R$ 8.000,00",RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
10/01/2025,200001,1,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
10/01/2025,194049,5,VALORES,RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,APROVADO
10/01/2025,221502,2,"R$ 18.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
13/01/2025,221788,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
09/01/2025,231269,1,TODOS  OS TIPOS DE ACORDO,ATIVO,ANTUNES,SANTANDER,LUARA,RESOLVIDO,
09/01/2025,231268,1,,ATIVO,ANTUNES,SANTANDER,LUARA,RESOLVIDO,
15/01/2025,230114,1,VERIFICAR SE FEZ ACORDO ,RECEPTIVO,JULIO,OMNI,IGOR,RESOLVIDO,AGUARDANDO PROCURAÇÃO
10/01/2025,197754,2,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
14/01/2025,205505 ,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
10/01/2025,209560,1,"9.000,00 (deu perca total)",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
09/01/2025,221011,3,"R$ 7.160,93",ATIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
09/01/2025,199140 ,1,"R$ 14.000,00",RECEPTIVO,JULIO,ITAÚ,ALINE,RESOLVIDO,APROVADO
10/01/2025,205386,1,"R$ 16.000,00",ATIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
10/01/2025,204650,2,"R$ 18.000,00",RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,CANCELADO
10/01/2025,207346 ,3,"R$ 9.000,00",RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
13/01/2025,191016 ,1,"R$ 8.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,218597,2,"R$ 11.000,00",RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,SEM DESCONTO
10/01/2025,215847 ,1,"R$ 7.000,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
14/01/2025,229764 ,2,"R$ 8.000,00",RECEPTIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,AGÊNCIA
10/01/2025,227888 ,1,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
10/01/2025,197754,2,"R$ 8.000,00",RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
10/01/2025,222038 ,1,"R$ 3.800,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
09/01/2025,225230,2,"R$ 20.000,00",RECEPTIVO,JULIO,SANTANDER,ADRIANO,RESOLVIDO,APROVADO
09/01/2025,215460,1,"R$ 7.000,00",RECEPTIVO,JULIO,ITAÚ,ADRIANO,RESOLVIDO,SEM DESCONTO
13/01/2025,197298 ,1,"R$ 3.500,00",RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
10/01/2025,231790,1,"R$ 7.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
10/01/2025,143569,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,CANCELADO
13/01/2025,192446,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
13/01/2025,210073,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
